ACD C8orf4 EIF4G1 GATAD2A HIST1H2AC HIST3H2A ISG20L2 MCM7 MRE11A NCBP2 PELP1 PRPF3 RPL10 RPL19 RPS7 SUN2
C8orf4 CDK1 EIF4G1 GATAD2A HIST3H2A MBD3 MCM7 PELP1 SNRNP200 SYNCRIP UBE2T
C8orf4 CCNB1 CCNB2 CDK1 CENPO FZR1 GATAD2A HIST1H2AC HIST3H2A MBD3 MCM7 NEK2 SNRNP200
ECE2 EIF1AD FANCM FTSJ1 PLSCR4 RRP1B SFRP1 SND1 SSPN UBE2T
