gene_id,gene,logFC,logCPM,PValue,FDR
ENSG00000000003,TSPAN6,0.313553335427423,4.65322765659795,0.603702831181066,1
ENSG00000000419,DPM1,0.180211837308005,5.0883114952687,0.724344227583366,1
ENSG00000000457,SCYL3,0.139311795688462,3.0913266869792,0.822178062362968,1
ENSG00000000460,C1orf112,0.380243753181603,2.70473319928149,0.580985664367284,1
ENSG00000000971,CFH,-0.232842690061189,7.91940591053994,0.678327144993566,1
ENSG00000001036,FUCA2,0.291128592505413,5.92705113630851,0.636450063250392,1
ENSG00000001084,GCLC,0.232138863182838,3.01537654781545,0.716003854624623,1
ENSG00000001167,NFYA,0.150741896507882,4.43139908836412,0.80276299271369,1
ENSG00000001460,STPG1,0.378015359569585,2.30962122155697,0.662475076504628,1
ENSG00000001461,NIPAL3,0.415473146708098,5.01701253753485,0.645703548167554,1
ENSG00000001497,LAS1L,0.0239798193583468,4.90237321278503,0.961293767663588,1
ENSG00000001561,ENPP4,-0.440483004267012,5.1257752776276,0.370421950914366,1
ENSG00000001617,SEMA3F,-0.1750694990931,1.28692746211577,0.85134869606164,1
ENSG00000001629,ANKIB1,-0.044683367112478,5.01923643306878,0.945034677716428,1
ENSG00000001630,CYP51A1,0.167434129128468,5.08312422294179,0.725924251441705,1
ENSG00000001631,KRIT1,0.00342192303135502,4.24825975731534,0.995381238126515,1
ENSG00000002016,RAD52,0.27573882984919,2.81220153907649,0.664054459161241,1
ENSG00000002330,BAD,0.17918068030496,5.13162498089999,0.708666539546044,1
ENSG00000002549,LAP3,-0.0753078545305591,5.75148439640537,0.877828500463285,1
ENSG00000002586,CD99,0.0211064240778869,8.72311469169028,0.973415027558626,1
ENSG00000002587,HS3ST1,0.0172078145766766,-2.25349928703996,1,1
ENSG00000002746,HECW1,-2.70476365030305,-2.98601577647399,0.0117136896398028,1
ENSG00000002822,MAD1L1,-0.0410967318323266,4.48280339101041,0.934978397424557,1
ENSG00000002834,LASP1,0.0630226147087503,8.10618894836151,0.921804499244757,1
ENSG00000002919,SNX11,-0.0517745834496946,4.22123104565828,0.928839741518365,1
ENSG00000002933,TMEM176A,4.38261586302381,-2.15968695375467,0.000696515208858501,0.556246817169714
ENSG00000003056,M6PR,-0.215864726922511,6.64963123126546,0.681841434965219,1
ENSG00000003096,KLHL13,0.720700985886207,-0.281633681982923,0.431355925643757,1
ENSG00000003137,CYP26B1,-0.346720084127633,3.30056940959585,0.611470819538032,1
ENSG00000003249,DBNDD1,0.276357567800769,4.21439264836588,0.816896361984481,1
ENSG00000003393,ALS2,-0.0278656916027118,4.96781313441875,0.95615479852539,1
ENSG00000003400,CASP10,-0.571389470309188,-0.8690532802854,0.484720112753095,1
ENSG00000003402,CFLAR,-0.185924571247191,6.95131909456407,0.725346688142761,1
ENSG00000003436,TFPI,0.739914363043188,7.77562749806218,0.264445161014918,1
ENSG00000003509,NDUFAF7,0.0440397245240462,3.85369912010021,0.936439137010319,1
ENSG00000003756,RBM5,-0.0830770892485244,6.530903921574,0.874012251486037,1
ENSG00000003987,MTMR7,0.0343945388183101,0.385410754222593,0.970264134483148,1
ENSG00000003989,SLC7A2,-0.922819377681262,5.60359113366435,0.143944221689959,1
ENSG00000004059,ARF5,-0.00901097358200248,6.58683563519738,0.986739590682986,1
ENSG00000004139,SARM1,-0.00235518017045437,3.21718716515008,0.997941627197939,1
ENSG00000004142,POLDIP2,0.00495931377435429,5.70040370744899,0.992438689641546,1
ENSG00000004399,PLXND1,-0.782804658809103,7.3643195811494,0.192902991968581,1
ENSG00000004455,AK2,0.234348974125404,7.54126880635393,0.684115268471851,1
ENSG00000004478,FKBP4,-0.182416533323676,6.37362264190218,0.769335042690005,1
ENSG00000004487,KDM1A,0.00373267207759767,6.29563814999014,0.994757654309888,1
ENSG00000004534,RBM6,-0.0928736596822533,6.01070796697484,0.850854148503581,1
ENSG00000004660,CAMKK1,1.1518052906714,2.75193911843591,0.235410883542369,1
ENSG00000004700,RECQL,0.169171945814296,6.30698078157062,0.788176981547446,1
ENSG00000004766,VPS50,-0.0779183800222907,3.98460316422507,0.887120585236327,1
ENSG00000004776,HSPB6,0.0434657469221761,6.82257418253986,0.960444853898408,1
ENSG00000004777,ARHGAP33,0.334914269374758,1.52496369514586,0.646195673566184,1
ENSG00000004779,NDUFAB1,0.0888362919258839,5.91061553526375,0.868186397367257,1
ENSG00000004799,PDK4,3.93121495617199,6.03410755600905,0.00588433071522708,1
ENSG00000004838,ZMYND10,-0.171543625282081,-1.23213857793287,0.866038924641393,1
ENSG00000004848,ARX,-0.765415373338074,1.03847456542174,0.665142089515869,1
ENSG00000004864,SLC25A13,-0.0704953198787902,3.16969945120831,0.907459547622992,1
ENSG00000004866,ST7,-0.0630861634863693,3.73207955157597,0.910660411509247,1
ENSG00000004897,CDC27,0.161777718191859,6.27713927482507,0.77365250209154,1
ENSG00000004948,CALCR,-2.95674490556607,-0.753091501812366,0.111496945444931,1
ENSG00000004961,HCCS,-0.26631747171695,4.61198082663476,0.58398853002354,1
ENSG00000004975,DVL2,0.0793327587734557,5.02282008238675,0.87952342043635,1
ENSG00000005007,UPF1,-0.0227293240829996,6.38017052949846,0.965128242367993,1
ENSG00000005020,SKAP2,-0.582169240408244,4.27663130965642,0.295327155588578,1
ENSG00000005022,SLC25A5,-0.379906855284182,7.44049145382765,0.547349862136204,1
ENSG00000005059,MCUB,0.0960677670218895,3.4901298805977,0.886954801272577,1
ENSG00000005073,HOXA11,0.113438363437037,4.06239483221444,0.86844163861067,1
