gene,gene_id,logFC,logCPM,F,PValue,FDR
FAF2,ENSG00000113194,0.152125327283016,6.91315579030675,7.99506505632628,0.00881716901409924,0.0661822299178634
PCDHB3,ENSG00000113205,0.669896997694523,2.80727432563799,1.31409283637282,0.262415322227153,0.488439715544942
PCDHB5,ENSG00000113209,-0.224339892856073,3.97833040241627,0.132024296970914,0.719393879033837,0.85339789924862
PCDHB6,ENSG00000113211,0.347563138390014,1.30506818407472,0.649478263216445,0.427615547691964,0.644748181503282
PCDHB7,ENSG00000113212,1.12499862552191,4.03285498722193,11.3400384668965,0.00242916006134563,0.0308057311798543
PDE8B,ENSG00000113231,0.766280988081794,2.47451194173538,8.89157805422676,0.00607716609605699,0.0526655002605521
CLK4,ENSG00000113240,-0.316259882014445,4.94334598147917,9.32750272851024,0.0050935636290137,0.0476573950475101
PCDHB15,ENSG00000113248,-0.104579369303323,3.36262332479,0.154423351824965,0.697562424495478,0.840229173293684
RNF130,ENSG00000113269,-0.104944632598373,4.38131239320254,1.39217947917211,0.248522698860286,0.474658888293209
THG1L,ENSG00000113272,-0.134051332607798,4.78921476014678,4.35514510685433,0.046655341826953,0.17563144234413
ARSB,ENSG00000113273,0.0284759991284308,6.31525087005968,0.146929767197135,0.704545114213032,0.844365953352
CLINT1,ENSG00000113282,0.0731355472184833,6.73186187774744,1.98036171485599,0.170975377275957,0.382109101191175
THBS4,ENSG00000113296,-0.761377211930118,0.485015532354092,12.220756731375,0.00168218379845288,0.0249994961074578
CNOT6,ENSG00000113300,0.0964689273562862,5.49114359774591,0.734793585607367,0.399020860415705,0.62084914499371
TTC1,ENSG00000113312,0.224004311131325,6.08697819572599,10.5701797595512,0.00312421229416482,0.0361451822070413
MSH3,ENSG00000113318,0.05507290597156,5.03562797950563,0.581242124828397,0.452559816116968,0.666173034685363
CCNG1,ENSG00000113328,0.000423929446543363,8.72502255475357,2.65971445992969e-05,0.995923768173748,0.998287055499782
POLR3G,ENSG00000113356,0.273966731452739,3.34275414517768,2.7937412354053,0.10640398867005,0.288279006041353
DROSHA,ENSG00000113360,0.0782250119760233,4.5547092607944,1.14657732678849,0.293924098134093,0.520339163915286
LMNB1,ENSG00000113368,0.0194466159225587,7.05425954761508,0.0063035387218549,0.937342776876867,0.969513291874762
ARRDC3,ENSG00000113369,0.0385091148982913,8.18920491646904,0.0820811852899039,0.776724917132508,0.887835364117725
GOLPH3,ENSG00000113384,0.119002244260723,7.2690616718662,2.04607281984867,0.164287248215906,0.372744210565145
SUB1,ENSG00000113387,0.230744558402506,7.58790907693115,11.3783698281434,0.00229789810795299,0.0297810717190958
NPR3,ENSG00000113389,0.0442775676454122,8.30352927250378,0.0426076146964509,0.838098338812854,0.921445473808495
FAM172A,ENSG00000113391,0.036476536182818,6.65476260393507,0.205111350015124,0.654313198339999,0.812050767400756
TARS,ENSG00000113407,0.332778441102623,6.8067754772458,21.1079833027716,9.42383939600217e-05,0.0043705431527338
LNPEP,ENSG00000113441,-0.0681297130801631,8.13968282973339,1.00953189517014,0.32410314597051,0.553575878593019
PDE4D,ENSG00000113448,0.17078459838279,6.41517614072481,3.42381528053816,0.0754435929564305,0.235260183195844
RAD1,ENSG00000113456,0.0551545484785307,5.43724260686502,0.929537444347854,0.343700604883821,0.572940336962383
BRIX1,ENSG00000113460,0.244425334658421,4.74647757738499,6.88475704482557,0.014240760652623,0.0876871125055078
SLC12A7,ENSG00000113504,-1.75362321423849,3.60906275706277,5.18046743847228,0.0316614335643671,0.139632676832721
RAD50,ENSG00000113522,-0.139329738998675,5.32172458079469,1.81299887325752,0.189555113302938,0.405613251982912
ST8SIA4,ENSG00000113532,0.177600644120791,4.90592469798259,0.656804370517612,0.425168483211931,0.643040600332958
GNPDA1,ENSG00000113552,0.0786852676390683,6.07085845118104,1.61934516040352,0.214237047614498,0.436480704729992
PCDH12,ENSG00000113555,-0.0693092078344724,0.394184920253862,0.0894649831603998,0.767191964694744,0.881824175975467
SKP1,ENSG00000113558,-0.0143474942593126,7.4146264934559,0.0643264249423098,0.801741792957887,0.901783665034494
NUP155,ENSG00000113569,0.072046617460316,6.0733351828318,0.314502030242554,0.579655322207081,0.761601321043907
PPP2CA,ENSG00000113575,0.00173416218894798,7.33459279812401,0.000915271459609014,0.9760916512938,0.988813702492052
FGF1,ENSG00000113578,1.00989268701217,3.89662709932056,42.7359981675266,5.69989204235456e-07,0.00016092695199581
NR3C1,ENSG00000113580,0.0589293738993643,8.55223196987995,1.06067436514331,0.312371474328172,0.540273148848758
C5orf15,ENSG00000113583,0.0827132612906344,7.07899923951064,1.09965266364981,0.303813855822576,0.530976003681619
PPWD1,ENSG00000113593,-0.0917330056735471,5.35122380039306,0.901072321856419,0.351072752813823,0.579624088020481
LIFR,ENSG00000113594,-0.0485431607066424,6.4791653039875,0.115473239227713,0.736700104660639,0.864471070665009
TRIM23,ENSG00000113595,-0.0156846333243086,5.60166605567244,0.0264649093786551,0.872004438396649,0.935606868932414
TRAPPC13,ENSG00000113597,0.0627309872363777,4.77823674371109,0.361639019083685,0.552708124685365,0.743209546337031
SEC24A,ENSG00000113615,0.103786068525588,5.64522246296745,1.24740849465547,0.274073872411834,0.500871091156445
TXNDC15,ENSG00000113621,0.151645642539617,7.36131747246409,2.08559787977779,0.16041563334515,0.366631931773182
TTC33,ENSG00000113638,-0.148477293006848,4.71647028795946,2.69144679818081,0.112707666162432,0.298135541638294
RARS,ENSG00000113643,0.110200841225647,6.59226313331051,3.64552313877661,0.0671047157737511,0.218643507607769
H2AFY,ENSG00000113648,0.0248460151575874,7.08036808121868,0.271152245172294,0.606884502978005,0.780245557343156
TCERG1,ENSG00000113649,0.0236792628801015,5.88260180830382,0.0416315260847562,0.839882843692414,0.922169243606606
DPYSL3,ENSG00000113657,-0.36370961550219,6.66077439485648,3.37375653808638,0.0778929207758365,0.240094000008722
SMAD5,ENSG00000113658,-0.0886673478544342,7.81569204315463,3.20420912545532,0.0848844812955538,0.251844986483034
CSNK1A1,ENSG00000113712,0.022933977873944,7.78264185733749,0.274141278976548,0.604919238371741,0.779012213176538
HMGXB3,ENSG00000113716,0.0943550936590445,6.64792254671029,1.62754670809231,0.213113919272206,0.435399556029911
ERGIC1,ENSG00000113719,0.223428072617246,8.12090461001425,4.15035553471801,0.0517286432363458,0.187197898718802
PDGFRB,ENSG00000113721,0.417423770925365,5.96292695360143,4.11772789187872,0.0529641020139534,0.190256985203248
ATP6V0E1,ENSG00000113732,0.191698835869365,6.99604984602237,12.2531986902242,0.00166236723025516,0.0249764039177299
BNIP1,ENSG00000113734,0.122640498223147,3.4811031763373,1.730120709909,0.199664903519304,0.418822639772702
STC2,ENSG00000113739,0.535586468818808,10.870298424179,15.3924350482653,0.000556078899976348,0.0131990822084357
CPEB4,ENSG00000113742,-0.224552995553988,6.05702157636091,2.36117884971239,0.136372173524464,0.332722466423468
DBN1,ENSG00000113758,0.264733672870358,7.18886817297737,7.83065505806678,0.00945312468469604,0.0691810530017341
ZNF346,ENSG00000113761,-0.0973149767098279,3.67854559998473,1.60480776969962,0.216245969044524,0.439069880777154
EHHADH,ENSG00000113790,1.25024844152423,4.51881190945883,12.9006206993139,0.0013835602466085,0.0223775226619805
SMC4,ENSG00000113810,-0.229742751598121,7.11480840463655,2.06569630179571,0.162563058091693,0.369927501961201
SELK,ENSG00000113811,0.0730640991014994,3.60104332561427,0.630548239760076,0.434208888911372,0.65098327490822
ACTR8,ENSG00000113812,-0.0596272309539601,5.59256321421032,0.885511162894511,0.355197416930573,0.582630927597972
TBCCD1,ENSG00000113838,-0.0694806520367229,4.59073668966678,1.21544459943218,0.280169980179156,0.506793519479797
TIMMDC1,ENSG00000113845,0.0773179837030787,6.57494936347407,4.01166747284392,0.0555154189676482,0.195323488728982
CRBN,ENSG00000113851,-0.142517968730629,5.57789600589024,3.46645753898573,0.0737523319085715,0.232034155780395
BCL6,ENSG00000113916,-0.737513857073358,6.29678682230385,30.3665184835198,8.35644628808879e-06,0.00101331336279628
ARL6,ENSG00000113966,0.152548281966037,4.3579521614372,3.19246389651829,0.0854262072538036,0.252853403225209
NPHP3,ENSG00000113971,0.0637742154718963,5.03710000362107,0.777876528521334,0.385722749820087,0.608512519640689
AMOTL2,ENSG00000114019,0.179776725419046,7.65101511722423,5.11414729330616,0.0321582522051668,0.141020388205282
NIT2,ENSG00000114021,-0.216257048550577,4.68333024008712,4.324565147011,0.0473762156650061,0.177340424626557
FAM162A,ENSG00000114023,0.212337393174331,4.29613477675481,4.28190298708281,0.0484028272895716,0.179495892587069
OGG1,ENSG00000114026,0.0432507120274571,3.77324380609753,0.142636742297355,0.708682193181106,0.846935080158457
KPNA1,ENSG00000114030,-0.0654110550829338,5.41611744077399,0.271640739198586,0.606562377950767,0.780242846619293
PCCB,ENSG00000114054,-0.0438909502018951,4.48094210232234,0.136826588442058,0.714396647010654,0.850353937895152
UBE3A,ENSG00000114062,-0.00706499070759746,8.15955136514818,0.0152950637236341,0.902507423361432,0.952334401951054
ARMC8,ENSG00000114098,-0.148267226043741,6.81129338808524,9.2263354550144,0.00530530438843726,0.0486276177701418
CEP70,ENSG00000114107,-0.280293659977624,5.04716000669957,5.06404126730154,0.0329424013602663,0.14301107771534
RBP1,ENSG00000114115,-0.831056531782233,0.313468838516163,2.88828907360935,0.101165644682841,0.279831337208827
SLC25A36,ENSG00000114120,-0.0674351340737077,7.10211509027286,1.86159657235708,0.183917789166736,0.398525006161718
RNF7,ENSG00000114125,0.168610486704561,6.00473088824688,9.68351866172167,0.00441849572387865,0.0440607198922018
TFDP2,ENSG00000114126,-0.171649665896656,7.25205662181367,3.29291909613318,0.0809173366203632,0.245097439908057
XRN1,ENSG00000114127,-0.0767699230014711,7.08178698928753,0.862290507619325,0.361481260329213,0.587489186273281
KAT2B,ENSG00000114166,-0.46331455753072,4.99560846848018,20.7177938505524,0.00010557084775331,0.00465466206272335
BCHE,ENSG00000114200,-1.10198225027465,3.86228852077923,1.47690257815686,0.23560170294731,0.460934804817209
PDCD10,ENSG00000114209,0.163715031725004,4.19475302230411,4.03186683118963,0.0549449966507071,0.194430813097954
WNT5A,ENSG00000114251,0.294019559803582,8.75857802746016,1.43030339276947,0.2427394495448,0.468337844565935
PFKFB4,ENSG00000114268,1.03341465087891,4.04080345292942,25.4842402325372,2.89442490015813e-05,0.00212704393418829
COL7A1,ENSG00000114270,0.0724624554870584,4.31724003305726,0.173862025863444,0.680074695322849,0.830303040595511
PRKAR2A,ENSG00000114302,0.301146980859939,7.35533629567606,12.085966985979,0.0017673021403513,0.0257386365110168
HES1,ENSG00000114315,-0.378398875237834,0.868393228012162,2.27200491167739,0.143560705116122,0.34379798027288
USP4,ENSG00000114316,-0.0829774759855794,3.89339400548251,1.14105720629165,0.29506498311456,0.521524522049711
ACAP2,ENSG00000114331,0.0891415843509158,7.6944444372395,0.877636406444481,0.357310907668074,0.58466210610749
ECT2,ENSG00000114346,-0.113475537226102,6.09669814010604,1.27597344160274,0.268771919560345,0.495628108340167
GNAI2,ENSG00000114353,0.351108207263434,7.24595968087855,5.87855146425766,0.0225001116007657,0.114659371751464
TFG,ENSG00000114354,0.0360479900683138,6.55137389265556,0.448704173334421,0.508747055614634,0.711480749539811
USP9Y,ENSG00000114374,-0.0951553506317858,5.47274321841012,0.317367392167254,0.577933179136093,0.760045652679345
HYAL1,ENSG00000114378,-0.163964205239009,0.442007574139517,0.712631124212842,0.406129295108141,0.626938968458063
TUSC2,ENSG00000114383,0.328195880076252,4.05706864174911,19.4581129136202,0.000153403010321825,0.00587130845424323
NPRL2,ENSG00000114388,-0.0381010301254198,3.67819506913553,0.237445377697899,0.630064573295141,0.79676482618566
RPL24,ENSG00000114391,0.047761431693113,7.50747987283423,0.761956775441392,0.390559077986692,0.61323865824151
CYB561D2,ENSG00000114395,0.27640574960612,3.92594489565697,10.7381155602877,0.00292906846304203,0.0347878219747125
C3orf14,ENSG00000114405,0.714194241559218,3.35901120152238,35.5012498511266,2.54375934797307e-06,0.000441246546020282
FXR1,ENSG00000114416,-0.301044798978728,7.99809526112394,8.78236847191013,0.00635479711834421,0.0538488900471476
CBLB,ENSG00000114423,-0.359179941258334,5.25642260326109,22.9715901940911,5.55343319941452e-05,0.00323809422022384
BBX,ENSG00000114439,0.110009447059175,7.90650968639991,3.50603249869929,0.0722211699492893,0.228970702914482
IFT57,ENSG00000114446,-0.0338588334795918,4.97460600306767,0.176583783574544,0.677713999291633,0.829135729861659
GNB4,ENSG00000114450,0.25684907335642,7.47150584006672,4.90554313259762,0.0355660827624428,0.150305926968485
IQCG,ENSG00000114473,0.1227401209121,3.75443395632299,2.29506375493738,0.141625387548689,0.341041053691614
GBE1,ENSG00000114480,-0.114499783269956,7.79420962674958,1.75028682959582,0.19714525882436,0.415813715630461
UMPS,ENSG00000114491,0.0141770313269186,5.9106492678568,0.0979175912304584,0.756792831039714,0.875192677299841
NCBP2,ENSG00000114503,0.133979813135125,7.63827538189081,4.50723796804665,0.0432474165218656,0.168477529432676
SNX4,ENSG00000114520,0.0832008075682363,5.2562554017753,1.19222670612082,0.284710136711096,0.511366097108444
C3orf52,ENSG00000114529,-0.0362880170119495,2.64894707575822,0.0171729751438601,0.896740763530783,0.949236933993349
FRMD4B,ENSG00000114541,-0.261756010485765,3.38236032038312,0.258345164754843,0.615694751321153,0.786691197539604
SLC41A3,ENSG00000114544,-0.159639139843497,4.66834715244115,3.14118713002655,0.0878380472848382,0.257529184724886
PLXNA1,ENSG00000114554,-0.245315463535684,8.01712863541385,0.973770929802481,0.333068634408888,0.563151243280336
ATP6V1A,ENSG00000114573,0.113628844497668,7.89174518191913,1.32952551428634,0.259185879922542,0.485460703630525
ABTB1,ENSG00000114626,-0.25613307111878,3.62312739392431,2.81044066702848,0.105414177611547,0.286801413407037
PODXL2,ENSG00000114631,1.34394495245397,1.90111994304106,16.4261915669795,0.000400256623352844,0.0107691728321526
KLHL18,ENSG00000114648,0.0491395731730473,5.27877466117133,0.146066876025593,0.705371023238418,0.844869670721503
SCAP,ENSG00000114650,0.0760577059288193,5.97496907719467,1.21248539568627,0.280743315854393,0.507184798163981
NEK11,ENSG00000114670,0.535808728162231,3.09841832510199,26.8978464367461,1.94824308415286e-05,0.00167082420273675
MRPL3,ENSG00000114686,0.178283063171935,6.35223077147645,5.87908596332497,0.0224299379809787,0.11451935023093
PLSCR4,ENSG00000114698,-0.360829651057916,4.16199979241398,3.98350603034183,0.0563736935672846,0.19735084850518
HEMK1,ENSG00000114735,0.00816068278358285,4.80770578114054,0.00588491798738209,0.939428023933424,0.97029813164499
MAPKAPK3,ENSG00000114738,-0.0305445345116551,5.83126558892388,0.147633697287293,0.703873419610462,0.844071158106644
ACVR2B,ENSG00000114739,-0.128238777971467,5.00955547190221,1.27952577199579,0.268121939836159,0.494769679828381
WDR48,ENSG00000114742,-0.0267873436913008,5.83557137372797,0.0847622137578388,0.773211568782157,0.885454620110386
COMMD2,ENSG00000114744,0.0237383320858204,6.42696243436319,0.165787127738618,0.687154148625436,0.834482753485099
GORASP1,ENSG00000114745,-0.0816624188426945,5.66624594119046,2.29346220907816,0.14175880270474,0.341104867599835
PEX5L,ENSG00000114757,-1.3151899064604,1.0356771369392,11.6333169089604,0.0021025991805147,0.0284174530741938
RRP9,ENSG00000114767,-0.118286234949384,2.82290719861685,0.723556181998862,0.40260161933389,0.624208108339939
ABCC5,ENSG00000114770,-0.212168890603183,7.99929455983989,4.52539510582603,0.0428594978351067,0.167412111325333
ABHD14B,ENSG00000114779,-0.0328158172790089,5.6584930251659,0.108840893294286,0.744061807334935,0.868575849807132
EIF1B,ENSG00000114784,-0.0693261249282275,3.50559837494612,0.622740746032582,0.437035408277011,0.653461936765023
ARHGEF26,ENSG00000114790,-0.0925541252310363,2.65433809829246,0.65381956332647,0.425951410362874,0.643590987677752
KLHL24,ENSG00000114796,-0.332657087385127,8.04099660953633,3.24244180996792,0.0834000630358662,0.249147431675551
DNAH1,ENSG00000114841,-0.174697981906353,3.87643970038962,1.81294269003997,0.189561751579164,0.405613251982912
SSR3,ENSG00000114850,0.6133842003314,9.98504887118025,22.2697802596102,6.75987005037275e-05,0.00356677340067701
ZBTB47,ENSG00000114853,-0.133420404867836,6.32046207081575,1.31308561279805,0.262080927695875,0.488325618780793
TNNC1,ENSG00000114854,-2.98244721558582,3.52066472710126,6.99236082997166,0.0139316218363298,0.0866357639936882
NKTR,ENSG00000114857,-0.129055064841695,7.46683948656646,3.26527447904284,0.0821304519727914,0.246959148654359
CLCN2,ENSG00000114859,-0.146133391405514,2.13200253538382,0.859836420945828,0.362154605494641,0.587871098065893
FOXP1,ENSG00000114861,-0.0200603412941483,6.24235185261192,0.0641950465638556,0.801939900646973,0.901860155213958
EIF4G1,ENSG00000114867,0.172701782267891,8.11652197297781,5.7178461878426,0.0241723629508491,0.119144207340893
SPCS1,ENSG00000114902,0.172507854508778,5.42414352509503,6.62757677337786,0.0159642709610987,0.0935930829059969
NEK4,ENSG00000114904,0.0277518891608155,4.53313711571026,0.214832683667068,0.646790681924635,0.807384614040734
SLC4A3,ENSG00000114923,-0.235992058145417,2.27764326222393,1.76515310670055,0.195312779853092,0.413460687374613
INO80D,ENSG00000114933,-0.118049532907423,5.72652346397184,1.3165508366221,0.261467244530541,0.487859984490435
EEF1B2,ENSG00000114942,0.102039711906162,6.98770715435042,2.56543583909404,0.121078975418288,0.31037335957415
ADAM23,ENSG00000114948,-0.157639916141694,4.10872570673336,1.30738823260526,0.263093975866616,0.489024180367459
DGUOK,ENSG00000114956,0.320105028883539,4.07643855515749,18.9562436517621,0.000178586987886829,0.00644484740639773
MOB1A,ENSG00000114978,0.118887121880736,8.63377909299546,4.0250263677081,0.0551374276316195,0.194784747704031
KANSL3,ENSG00000114982,-0.159389270860203,6.26259070706896,2.55886674877449,0.121534898242775,0.311082004259446
LMAN2L,ENSG00000114988,0.0419980118159683,4.60222867429809,0.44341188398126,0.511236398581752,0.713519292134041
RTKN,ENSG00000114993,0.120329775588041,5.7272687109953,2.52972542650479,0.123581775176006,0.314822751192564
TTL,ENSG00000114999,0.0306035091641477,7.36955976110317,0.164951235441257,0.687899889391182,0.834734124904077
CCL20,ENSG00000115009,0.503817189341568,0.804730729418232,4.02847352443261,0.0550403601835365,0.194587986914247
PIKFYVE,ENSG00000115020,-0.00117528571573508,6.75124223528651,0.000433729798215847,0.983540356744942,0.991504634505533
FAHD2A,ENSG00000115042,-0.273850668799325,3.49747680104979,6.26269410708951,0.0188153676947454,0.10278197973915
NCL,ENSG00000115053,0.110714316144891,8.37392468524033,2.46574808560637,0.128218720064382,0.321248458585885
ACTR1B,ENSG00000115073,0.191138920343977,6.10702536677103,5.27412026181148,0.029790008432751,0.135115111602471
SLC35F5,ENSG00000115084,-0.0678465181862575,7.9014527364439,0.541609158494096,0.468232150351209,0.679832190148142
ACTR3,ENSG00000115091,0.163627710974255,8.59910992967248,5.31027412640909,0.0292819801558045,0.133835531566987
STEAP3,ENSG00000115107,0.00500190789471229,6.40027871914136,0.00182751350006332,0.966221807136725,0.983392837228138
EPB41L5,ENSG00000115109,0.0895922108416915,5.0409649190053,1.12428265120098,0.298568347593673,0.525751681856762
TFCP2L1,ENSG00000115112,-0.432246460570875,2.18408492545237,0.848447584910217,0.365655123830897,0.591465263625553
SF3B6,ENSG00000115128,0.10640103235418,5.17897995703659,2.90584148472654,0.0999595043685107,0.277736240297383
TP53I3,ENSG00000115129,0.136693480847446,6.24900898137776,1.51379676943811,0.229372426408603,0.453754205063755
DNAJC27,ENSG00000115137,-0.215507925000107,3.26091635283072,7.5230453608819,0.0107819330517445,0.0749237500707709
STAM2,ENSG00000115145,0.0513329481964563,6.22839496757412,0.948055819839342,0.33902054503662,0.56885180182195
GPD2,ENSG00000115159,0.0759972494876063,6.47952224299952,0.518803294863929,0.477659202226687,0.6870832234185
CENPA,ENSG00000115163,-0.428289554648066,3.87025843469202,4.13516628876156,0.0522573570404665,0.188486924965134
CYTIP,ENSG00000115165,-0.769324626878536,1.95426042606371,6.28109665030708,0.018695908808175,0.10244237672794
ACVR1,ENSG00000115170,-0.175202773281963,5.92968742052414,3.6907172961334,0.065536037901985,0.215414921968269
TANC1,ENSG00000115183,0.157474234883628,5.77650350366625,2.0374918706937,0.165142532778616,0.374104557996379
MPV17,ENSG00000115204,-0.0337317270993781,5.50612943497334,0.401765072365571,0.531613349704298,0.728267088016
GTF3C2,ENSG00000115207,0.0186140998276726,4.94475040735252,0.0761014540999773,0.784792000886843,0.891603146602737
EIF2B4,ENSG00000115211,-0.178199194982772,4.51319968511749,7.80705740386816,0.00954844483220347,0.0695505491295337
NRBP1,ENSG00000115216,0.0215993572373217,6.41936136641956,0.138630032474834,0.712608301922311,0.849264002406293
ITGB6,ENSG00000115221,-0.791950377529321,6.69846332957314,4.07802538832867,0.0542767368377167,0.192900651230955
FNDC4,ENSG00000115226,0.492315646278635,4.35211412756804,9.79565148311998,0.00422653626592044,0.043202722608186
ITGA4,ENSG00000115232,-0.261461035882066,4.92762320713964,1.92358918338821,0.17728733012319,0.390991202783308
PSMD14,ENSG00000115233,0.124228946888208,5.90145092572698,3.10437572701165,0.0896176097432624,0.260468880909937
SNX17,ENSG00000115234,0.129297357471291,5.86029817319561,4.5798173987795,0.0417198622419856,0.16463510479673
ASB3,ENSG00000115239,-0.108147490363907,1.78095056740313,0.573487294839711,0.45555867920934,0.668504882514229
PPM1G,ENSG00000115241,0.185916380688613,6.84511545525784,9.30405200906749,0.00514181328459812,0.047885198445516
PDE1A,ENSG00000115252,-0.612752946691242,1.73213974720858,5.19076898848484,0.0309988703012239,0.138266302593569
REEP6,ENSG00000115255,-0.259123972703074,2.80700229883891,4.9674493764068,0.0345146575412075,0.14750640814682
PCSK4,ENSG00000115257,-0.469197679802783,0.784211332265469,5.81814489218866,0.0230716502371881,0.116028771020959
APC2,ENSG00000115266,-0.155474706224954,2.8686525051374,1.50513450112491,0.230673265756359,0.455152631904989
IFIH1,ENSG00000115267,-0.0950647614393461,2.31792365016158,0.17024435203034,0.683214367746202,0.832195641851319
RPS15,ENSG00000115268,0.00471676911774006,5.57020679540499,0.00143065879839215,0.970111511635869,0.984984514621832
GCA,ENSG00000115271,0.287917115535149,0.547422703455424,1.34567613303195,0.256381820413224,0.48290644146887
INO80B,ENSG00000115274,-0.353399203984259,0.493333799299254,2.28835081274233,0.142185598017281,0.341776374741165
MOGS,ENSG00000115275,0.242520205476948,6.3453163947737,11.5877626113266,0.00212484044690641,0.0284337206067405
TTC31,ENSG00000115282,-0.047378024671974,4.40599385469534,0.375272580696292,0.545366411467478,0.737527870566902
NDUFS7,ENSG00000115286,-0.105946100243843,3.26231437982252,0.919894425312503,0.346173472712692,0.57539451522055
PCGF1,ENSG00000115289,-0.0546902651810702,3.41964019421915,0.543131102666856,0.649285912472494,0.808430033997667
CLIP4,ENSG00000115295,-0.031469693320421,5.78817685707175,0.0495709887470297,0.825530681965343,0.914910169746048
TLX2,ENSG00000115297,-1.04213957793715,1.63663966335512,6.98315334876267,0.0137430321187671,0.085960387575962
SPTBN1,ENSG00000115306,0.0252122923391522,9.7991889094139,0.0753471919353211,0.785833550200495,0.892049047923731
AUP1,ENSG00000115307,-0.00811980152374098,5.10628807050249,0.0232763911089927,0.879896386611777,0.940033753908731
RTN4,ENSG00000115310,-0.000293980641204727,9.54008242401463,5.18902200000337e-06,0.998199530651058,0.999230347057624
HTRA2,ENSG00000115317,-0.0267747978007962,4.08373781426414,0.111004748620944,0.74162520706233,0.867430369740103
LOXL3,ENSG00000115318,0.648752610534622,5.22952094224708,2.52090547773157,0.124902552193831,0.316843753539616
DOK1,ENSG00000115325,0.31045428112973,5.34914901466989,3.01737497731192,0.0942787323202648,0.268393355604108
POLE4,ENSG00000115350,0.024402226518479,3.67386910108402,0.0565774993982726,0.813819256632734,0.909689053065957
CCDC88A,ENSG00000115355,-0.223127588389624,7.66300256581619,7.91560069813387,0.00911850806624831,0.0676552099170743
EVA1A,ENSG00000115363,0.779028884767002,2.19535305873475,5.28781339453938,0.0297407019922025,0.135011880722289
MRPL19,ENSG00000115364,0.00582922514558548,5.93280611414316,0.00591346331631952,0.939281596201801,0.970217648684259
LANCL1,ENSG00000115365,-0.0785393870539704,7.21259759417501,1.11570139803371,0.300382044890507,0.527446617394756
WDR75,ENSG00000115368,-0.165770824574466,5.564007143857,5.04111024284578,0.0333083261998135,0.14424943313606
EFEMP1,ENSG00000115380,-0.30392075064145,6.20429321200433,0.404742337411886,0.530426626520323,0.727761535089853
FANCL,ENSG00000115392,0.0299054459687717,3.27323623981786,0.0530335356033551,0.819635093675377,0.911767200267835
FN1,ENSG00000115414,0.13215679972795,13.2992948173854,0.598371956583826,0.446046862098934,0.661161660841682
STAT1,ENSG00000115415,0.0933269858995315,6.98027143631262,2.25286815219818,0.14519065987402,0.345951034846403
GLS,ENSG00000115419,0.0486011302229271,8.56399002074843,0.287845739530932,0.596080704533618,0.772734555989972
PAPOLG,ENSG00000115421,-0.0259678882278365,5.0219651775533,0.161069089206583,0.691392627016672,0.837088590624384
PECR,ENSG00000115425,-0.0303331093427105,3.40023693694403,0.11427564326686,0.7379917771705,0.865255840740556
UNC50,ENSG00000115446,-0.118303861885537,4.96825068867618,4.0594451804871,0.0541768013873922,0.192663871533509
IGFBP2,ENSG00000115457,0.0652534738402844,1.24294028977324,0.0079291448479671,0.929746819279197,0.966149988889499
ELMOD3,ENSG00000115459,-0.17038218082657,4.71525090740459,5.14777535261179,0.0316435994176124,0.139594420347488
IGFBP5,ENSG00000115461,-2.08949324526789,3.88120363085742,4.62190880436618,0.041423515982563,0.163952384912263
USP34,ENSG00000115464,-0.03581065597428,7.25230091375083,0.235591203322666,0.631398006907882,0.797824130430947
KCNJ13,ENSG00000115474,-0.560135647217424,0.123115035160432,3.15198242288136,0.0873238738096758,0.256629492552796
CCT4,ENSG00000115484,0.0312900860795707,7.08837147706331,0.337455142306879,0.566210716254642,0.752903429674681
GGCX,ENSG00000115486,0.0606882941110381,6.81145787298407,0.929709768088729,0.343656639361713,0.572927203692949
EHBP1,ENSG00000115504,-0.0179945213421409,5.67075925469789,0.0467166488020404,0.830533724471733,0.917349294984461
TXNDC9,ENSG00000115514,0.217589525560078,5.48833456281083,9.86664525839519,0.0041097022521822,0.042532114690912
COQ10B,ENSG00000115520,0.278893302295953,5.70209804975312,21.6793069870912,7.99470570069321e-05,0.00387526502533903
SF3B1,ENSG00000115524,-0.0635903676262346,8.72052126892205,1.83884305665399,0.186531374918984,0.402015456886461
ST3GAL5,ENSG00000115525,-0.034100160614958,6.0115803580938,0.0327991112059651,0.857708967012151,0.92913097282652
CHST10,ENSG00000115526,0.035877583096374,4.49895595566103,0.235016906171816,0.631812336028743,0.798159661175176
PDCL3,ENSG00000115539,0.0917726546057214,2.63852703316601,0.295498765806978,0.591262963271976,0.769215429905894
MOB4,ENSG00000115540,0.118829947477576,5.76179347326448,3.46270826169772,0.0738992939899701,0.232277605113396
HSPE1,ENSG00000115541,0.174740357996599,2.50551982625538,1.67712165991764,0.206478463056754,0.427377222633098
KDM3A,ENSG00000115548,-0.066582711652249,6.18797757834695,0.835147303929524,0.369029828796812,0.5938532365264
PLCD4,ENSG00000115556,-0.317651918733937,4.01952619770501,6.62006308783963,0.0160179524399097,0.0937370576783518
CHMP3,ENSG00000115561,0.0878944807987492,7.13313773380126,2.58993618541627,0.119396068936994,0.307667934517474
ZNF142,ENSG00000115568,-0.0342977153554362,4.42179740022716,0.110174701584655,0.742556724093234,0.867826097373451
IL1R2,ENSG00000115590,-0.262486072406393,0.0164941005376227,0.577665941169952,0.453938790241234,0.667398429150038
