"gene","nodescore"
"PER3",0.71664803435098
"EPN3",0.382088589496983
"LTBP1",0.409214806405237
"RCN1",0.348243713325199
"ELN",0.301031144072342
"RFC2",0.516226052772137
"ARID1B",0.535757256068933
"CLPTM1L",0.491849213389158
"NEDD4L",0.430502998917797
"PPP1R3F",0.481948838597842
"HEXB",0.286746276977662
"PTCD2",0.418873848935822
"JKAMP",0.561813083967345
"DKK3",0.341261346861734
"NFE2L3",0.392989441063201
"MCUR1",0.370817589080043
"LIMA1",0.444356996556079
"LETMD1",0.654462418970527
"SLC4A8",0.341152261435604
"MAPK9",0.536089940130318
"BCAR1",0.364630725002835
"FAM160A2",0.367037879426596
"HERPUD1",0.567900339126857
"HOMER3",0.312436865558968
"RAD51",0.371151714375614
"POLQ",0.32846833496955
"PIK3CB",0.432033789875844
"CYBA",0.508665682522191
"THOC3",0.447590985421509
"HEBP2",0.604703670604792
"MPHOSPH9",0.729987912719697
"PLEKHA5",0.603637579484143
"SIKE1",0.481113748768114
"RRP12",0.344416995702299
"FNIP2",0.158555930552149
"MSMO1",0.712478970118627
"TTC17",0.484883222691985
"FOXN3",0.342839951004153
"AKR7A2",0.246672644768327
"MRTO4",0.53574837603853
"NNAT",0.483256771048352
"USE1",0.427628917004508
"MCF2L2",0.537012259372038
"NRIP2",0.328190548410604
"LAMA3",0.40397152491895
"AP5M1",0.401978123036358
"ANAPC4",0.319571953055561
"TRAPPC3",0.419059479387553
"THRAP3",0.352866407612268
"PHPT1",0.52512050048934
"ARID4B",0.472486011660773
"OPN3",0.363631943913981
"SDCCAG8",0.324479517229065
"PTPRN",0.492353997164225
"HHAT",0.361316403177217
"KIF1B",0.497707137753839
"FOXC1",0.616869273217029
"TBC1D22A",0.5887038150949
"SYNE2",0.609607645758346
"ATP9A",0.461681455895514
"FAM168A",0.353974916864291
"RELT",0.459308430626631
"GALC",0.647175592076134
"NOP58",0.440182082299177
"SZRD1",0.6444500097199
"CUL1",0.351839934947383
"FAM114A2",0.450341884291423
"CYFIP2",0.423132957073383
"TAB2",0.451780631944865
"GINM1",0.358493795008224
"EIF2AK2",0.505769875732003
"USP36",0.324785067951534
"KMT2C",0.408828237724599
"MCOLN3",0.626426676474338
"CCDC85A",0.668368640082723
"PUM2",0.480660612617739
"MRPL43",0.509660675468491
"C4orf27",0.390178586827125
"ZFR",0.346401248320179
"ZNF280C",0.260927243841062
"TRAF1",0.538572822768727
"RC3H2",0.386400922030168
"IL17RB",0.350774122119947
"TRAF3IP2",0.448209673051699
"GYG2",0.459308430626631
"DCBLD2",0.654852154225283
"SOAT1",0.332078224191357
"PKP2",0.58039300595662
"GDI2",0.355010439949614
"PRDM1",0.486659445189792
"ATG5",0.492353997164225
"TMCC3",0.521973805358553
"PITHD1",0.307121430369684
"MTA3",0.530151046616453
"USP13",0.598295706086878
"ATP11B",0.318299588311431
"LAMC2",0.221369440368122
"CDK14",0.668726942336331
"SEC61A1",0.666820236470412
"PPP1R12A",0.366811932542953
"RASGRF1",0.211672063410875
"CROCC",0.390929786850819
"POLR3E",0.466584031661536
"ATP2B4",0.482799410374337
"ZC3H11A",0.284439092433099
"RIOK2",0.523791714318402
"YIPF1",0.723565000853709
"NDC1",0.300701489395371
"DGKG",0.140384824764866
"FLYWCH1",0.201917003385293
"UNKL",0.441209939648647
"TBXAS1",0.546230704421562
"PARP12",0.559977153899248
"ALDH18A1",0.699812929286532
"TARBP1",0.343382384406719
"GATB",0.294851486386942
"MXD1",0.550783526739341
"CDK17",0.37780864305329
"DNAJC25",0.569509499306342
"SLC2A3",0.627182140476545
"CTDP1",0.378445267533807
"YBX3",0.589218157594232
"STYK1",0.493670670954514
"WNK1",0.405741255117013
"CCAR1",0.460875218063714
"OGFR",0.362520432530662
"PIGV",0.461707897479857
"PTPRU",0.251615990532809
"SNRNP40",0.425741244769668
"COL11A1",0.262264928009325
"QSER1",0.422668226905741
"MPC1",0.478247108680457
"ACAA1",0.319081994634615
"BCAT1",0.249321763444849
"HDAC7",0.319232280281156
"LZTS1",0.244406516063265
"SPAG4",0.433135227823975
"NCKAP1",0.566160086643343
"MRPS35",0.338444867386475
"GUCY1B3",0.531107289782344
"SFSWAP",0.504521027246722
"TNK2",0.479038275277989
"MON2",0.333808223590279
"GPBP1",0.583652150906902
"ZNF112",0.397594853375522
"CS",0.293538858912963
"LTK",0.101417552260105
"MRPS24",0.314014242391404
"ELMO2",0.400627190139962
"WAPAL",0.300423275745442
"VMP1",0.643280050534223
"APPBP2",0.307878678988421
"POLD1",0.254036509420222
"SEZ6",0.490540339752298
"EIF4B",0.345342005361268
"SLC6A16",0.331989055520905
"GLTSCR1",0.489301887934721
"SPHK2",0.302788321179027
"RPL18",0.361836657970703
"ISOC2",0.560570619422489
"U2AF2",0.555243092361665
"EPN1",0.255559020040763
"MED29",0.398039451288603
"AHRR",0.434149138693182
"ZNF275",0.383958012732831
"MTMR1",0.443711432324416
"GPC1",0.505178881525048
"ADCK1",0.3302170795565
"HAGH",0.32437849654683
"RNF4",0.575931231860272
"CASP8",0.451557541727086
"LIMCH1",0.355010439949614
"ASUN",0.344721661174792
"TM7SF3",0.267926322858804
"DLX3",0.263637134680651
"SPA17",0.319377885830116
"ST3GAL6",0.445537729039938
"NGFR",0.410220115193939
"CDON",0.470812860518265
"TAF2",0.237867936042683
"HIPK2",0.475704873538816
"TNPO3",0.430975906563242
"RFXANK",0.468365933632116
"TMEM161A",0.442322748812078
"LPAR2",0.226605184749558
"CTSA",0.41335022467291
"SUGP2",0.458322109311089
"SLC12A2",0.384699421344146
"SNX24",0.612592603217907
"EYA2",0.431157929455748
"CNN2",0.589522774399189
"ABCA7",0.26706953617485
"DDX20",0.374751758505784
"BTBD1",0.473636968789137
"FAR2",0.495133365596221
"CHI3L2",0.685164677261003
"SBNO2",0.484285886553589
"PMS1",0.476606258406316
"HMG20B",0.379741320209128
"CALCRL",0.427525596860668
"TAF11",0.399426849517383
"ANKS1A",0.497218361626735
"AP3D1",0.352361988491459
"ZNF76",0.201917003385293
"SLC9A3R2",0.65246333311877
"NTHL1",0.488258559335734
"UHRF1BP1",0.433962199527004
"GNAI3",0.502327541786142
"IPO5",0.396817681131395
"OAT",0.537737041131096
"WDR3",0.41729619978656
"PKN2",0.380773666566464
"WDR18",0.387078044641161
"TRAM2",0.661149080125145
"MCM10",0.495483306874027
"DGKA",0.214778355585745
"ERBB3",0.591770481508795
"ANKRD44",0.431586492255354
"KARS",0.552016889089849
"ADAT1",0.47845105795415
"PDIA5",0.153851748834452
"TBC1D22B",0.297149352043429
"NDUFB4",0.420397591810409
"SPEN",0.47018187124982
"MYLK",0.575556201209905
"ZC3H15",0.191411470914307
"MAP2K4",0.417709092285045
"TMEM206",0.28459545935308
"SLK",0.4692351625715
"CYB5R4",0.348273437838106
"GSTO2",0.2792296637261
"SEC61A2",0.442310842548049
"ASB1",0.207006426852641
"FAM107B",0.453974067377168
"ME1",0.289701652734355
"TBC1D1",0.230243519392212
"CDK13",0.266161424747475
"MTHFD2",0.314111964917718
"SLC9A7",0.764240590196564
"FOXJ2",0.532976015505012
"YBX1",0.418917374287056
"PDE4A",0.582605629000214
"PPP2R5A",0.483693131189712
"ELAVL1",0.386678053298748
"DIP2B",0.443503888102704
"SMARCD1",0.637451640683969
"KDM4A",0.399972377916417
"NFYC",0.38868902881375
"SLC9A3",0.462447372513493
"ASPM",0.422682915072754
"ELOVL1",0.563911208571012
"ZNRD1",0.473434900476717
"CLDN18",0.379241298025752
"ZBTB11",0.40167307508819
"ATXN3",0.411661085896411
"GOLGA5",0.611466702946592
"LRRC40",0.529964867311815
"ISOC1",0.310477875765276
"EML1",0.361316403177217
"TRMT11",0.280220565120199
"THUMPD1",0.337210117641652
"MSANTD3",0.678183610886308
"ATG2B",0.391604089867165
"ARFGEF1",0.466471580319242
"ZFAT",0.313530160754307
"MTFR1",0.363631943913981
"STAG3",0.514028016027946
"FECH",0.391067102063951
"MYO9A",0.293160327389606
"DDX3Y",0.337915388971365
"PFKP",0.635717639986029
"IDI1",0.509860629060674
"SP100",0.367554292638761
"KLF6",0.319044794515152
"PPAP2A",0.637781909837574
"NEO1",0.403482640851037
"TRAM1",0.633095307241282
"PHKA1",0.402187092526222
"TNFRSF1A",0.404455427727262
"CACNB1",0.55241439698947
"EVI5",0.537863458245198
"STOML1",0.520192713350841
"PKM",0.429597506695614
"DHX29",0.291248183505596
"DNTTIP2",0.443978153386111
"METTL22",0.424364419228422
"TP53BP1",0.0651412911534202
"TRO",0.416643828726926
"RRP15",0.461042076472169
"RHOA",0.302681888952542
"DHX8",0.255559020040763
"ZFY",0.377325767730373
"IARS2",0.405741255117013
"SYT1",0.724529651724746
"NAV3",0.456192765758817
"IDH3G",0.333153214861183
"ROGDI",0.514729296280394
"PDZD4",0.485991534671179
"ROCK1",0.329922872786754
"CBFB",0.333295166840112
"PDK3",0.274648062730636
"HYAL2",0.552878541033143
"HDAC4",0.599033474670137
"RASSF1",0.540154148597737
"FGFR3",0.363604334724091
"IFI35",0.382665686454268
"HEATR6",0.360501658929811
"COASY",0.38493252943714
"PLEKHH3",0.379241298025752
"MEF2A",0.496532667940037
"OTUD5",0.447153219458452
"TFE3",0.467830075044449
"TBC1D25",0.336154429219865
"ACSL4",0.275597448369813
"INPP5A",0.516688180764724
"GPKOW",0.249474707748593
"GRIPAP1",0.325611261787438
"FTSJ1",0.581691963403075
"PRR11",0.367039406804553
"REEP1",0.560007671023109
"ATP11A",0.212790530372166
"POLR1A",0.315434363162655
"LAPTM4A",0.240790666509902
"TTC7A",0.459039754819668
"IP6K2",0.512304702367676
"SRBD1",0.530810931321493
"KIF2A",0.375450532120775
"PSME4",0.551231107015469
"IFT80",0.298785026915746
"SIRT2",0.549130620030031
"ERLEC1",0.484285886553589
"PPP2R5B",0.494148556416289
"PYGM",0.590455468025708
"PITX1",0.415845265215742
"MAST4",0.177595453665008
"NUP133",0.449663444254073
"NUCKS1",0.497772936380215
"VPS35",0.367750409655135
"DNAJA2",0.377448038783496
"BCL3",0.636041103186116
"KCNAB2",0.459292450189349
"ABCC9",0.531730731167109
"CLEC2D",0.494533444465849
"FUNDC1",0.441056464282626
"RORA",0.463638576468921
"TGFBR3",0.537737041131096
"ATP1B3",0.493493031053949
"NEDD4",0.630305068805643
"PIGB",0.654699814764469
"MAPK6",0.508920143042356
"GNB5",0.347227715008169
"RAB27A",0.544897920450198
"CECR5",0.5516031562364
"UFD1L",0.663517647776437
"LRP6",0.293781272176528
"PHRF1",0.551012869671612
"IKBKAP",0.273129267775014
"NUCB2",0.477652183580574
"PFN2",0.177479714175627
"PTPN3",0.460207692736929
"FGF10",0.212192743771776
"SLC44A1",0.299345142725939
"TMEM260",0.367193176879066
"SMG6",0.478247108680457
"EXOC5",0.510149877086281
"CLTCL1",0.334109786023833
"FSTL3",0.477253321310265
"DGCR2",0.413371405385837
"RNF126",0.368463161805219
"MNT",0.580060050526362
"ZXDC",0.525843031807251
"JMJD6",0.521709271691734
"POLB",0.300025054293946
"WIPI1",0.42925439534684
"FRMPD1",0.380242477494064
"GBA2",0.274694479213161
"NDST1",0.647992654257897
"ASNS",0.580691167027958
"AP3M2",0.489769644267249
"ST6GALNAC2",0.446960646873946
"PABPC1",0.297644949877316
"TESK2",0.794024133232577
"CFAP20",0.304192797547119
"CSNK2A2",0.52027150685528
"PTPN21",0.396699856147679
"EIF2B3",0.251615990532809
"CAMK2A",0.701456227141367
"TCOF1",0.36304486453987
"CDC42",0.524923885404645
"OSBPL3",0.225021239187335
"RAD18",0.59583015709359
"ATP2B1",0.408500678388197
"TRPM5",0.373883695444642
"NCK2",0.431393776633156
"MAP4K4",0.499110224440292
"RPL31",0.317259373059861
"WDR1",0.58071300415915
"SNX13",0.57551060294321
"ARHGAP10",0.253432368203293
"RPS6KA2",0.298651473431365
"ING3",0.367750409655135
"VASH1",0.395470340129417
"LMCD1",0.506920524851279
"WBSCR22",0.223777454130056
"SEL1L",0.534402218399895
"TRIP13",0.433950403167381
"ATP6AP1",0.362386986062197
"TCF3",0.413662772389307
"TRIB2",0.54287804663652
"DAZAP1",0.428999380920389
"MBD3",0.388276604186868
"HLTF",0.459071422892536
"FAM50A",0.377599190605673
"FAM3A",0.378369857304395
"CPSF1",0.391376335139246
"CYBRD1",0.177595453665008
"PDCD2",0.380688683921067
"SLC6A15",0.3854497636726
"RDH11",0.640387813432066
"PRKACA",0.196929361541026
"ADGRL1",0.543374909260572
"ACTN1",0.586486801988983
"ZFYVE26",0.338683449254725
"RPS6KA6",0.554304646307576
"EPN2",0.424554193554823
"PTPN18",0.50360563202959
"LIMS2",0.364681848121611
"ASIC4",0.666881710513764
"SPEG",0.542179628957693
"LNX1",0.30060100440698
"ALDH3A2",0.561081973412762
"TFRC",0.478234850974344
"SREBF1",0.368330431357576
"AFF4",0.293487196422193
"UBE2D1",0.374448086398802
"MPP5",0.569826475966313
"RHOBTB1",0.611457076625206
"SMC1A",0.275998284819801
"HSD17B10",0.263420048221371
