"gene","nodescore"
"ZNF574",0.400426962220131
"SIPA1L3",0.515852398046998
"ZNF85",0.611977488139126
"ETHE1",0.329239964882458
"CADM4",0.549392554623549
"SMG9",0.427006772716004
"AVL9",0.509886199797666
"CFAP69",0.459292450189349
"GTPBP10",0.37185857449687
"CDK6",0.604703670604792
"PMPCB",0.528784871140552
"DNAJC2",0.236420538543515
"TFPI2",0.494148556416289
"BET1",0.477417340225142
"NAMPT",0.323156300443936
"TWISTNB",0.339121799002011
"PON2",0.373561088947385
"ITGB8",0.429816774899512
"HBP1",0.404110728249835
"DUS4L",0.294437272442085
"SP4",0.621138477060494
"WDR91",0.447387908057418
"DNAH11",0.538900544056673
"CBLL1",0.426960402202992
"MTPN",0.579803749168022
"MPP6",0.471561980170121
"DFNA5",0.328274521103889
"ZC3HAV1",0.53393848542666
"TTC26",0.45807696307271
"OGDH",0.230714222687981
"H2AFV",0.522447710083275
"CAV2",0.500921077913111
"CAV1",0.527359961334919
"MET",0.351708904268837
"RNF32",0.523600606693614
"LMBR1",0.481898150865501
"NHP2P1",0.413369293940845
"HOXA1",0.443182366417765
"DNAJB6",0.340545004620923
"HOXA2",0.585337428422378
"HOXA3",0.406726379418117
"LFNG",0.452178265207686
"HOXA5",0.38109188683231
"HOXA6",0.462428286179744
"BRAT1",0.386770689021562
"IQCE",0.568315689257404
"TSPAN12",0.564555871692139
"SSBP1",0.380104674681062
"HOXA13",0.31569181752628
"CPED1",0.58750713632726
"HIBADH",0.409546378967796
"TAX1BP1",0.377178750156801
"GRB10",0.32846833496955
"ABHD11",0.469771433300805
"FKBP14",0.685615239724917
"PLEKHA8",0.789489392724376
"STX1A",0.519514540311821
"NOD1",0.257561613108098
"GARS",0.637867241811161
"EPHB6",0.36636383600518
"CASP2",0.505084063610778
"CHCHD2",0.466847709529376
"HSPB1",0.273040990000235
"NPTX2",0.452862107607483
"PDAP1",0.522844951127953
"BUD31",0.51743942197821
"PTCD1",0.301205136986416
"CYP3A5",0.493402914278552
"ZKSCAN1",0.346401248320179
"EIF3B",0.637923637125598
"SNX8",0.635523444709914
"NUDT1",0.298849340751916
"TAF6",0.423400939968831
"WASL",0.12988551935062
"AIMP2",0.458406537573641
"MOSPD3",0.537012259372038
"PCOLCE",0.668726942336331
"RBM28",0.234655442184435
"USP42",0.268923487603002
"IMPDH1",0.511727533701839
"AGFG2",0.549392554623549
"LSM5",0.356179982187135
"SERPINE1",0.409306677986696
"AP1S1",0.591150905295351
"C1GALT1",0.58021718672135
"PLOD3",0.388367964208176
"RPA3",0.380446287622763
"ZNHIT1",0.445107009928404
"CLDN15",0.44856232477723
"GLCCI1",0.524944346168126
"PHF14",0.380688683921067
"NRF1",0.418705069961214
"TMEM106B",0.455375070224579
"EZH2",0.427437307165225
"CEP41",0.531917086095196
"ZNF862",0.580324103588452
"SFRP4",0.411768925378404
"MEST",0.58189593279938
"ANKMY2",0.373387462104029
"TSPAN13",0.392160428312512
"RARRES2",0.500185739786906
"AHR",0.564317124302817
"CHCHD3",0.523571340890136
"GIMAP2",0.251615990532809
"GLI3",0.671392528752718
"PSMA2",0.496872530021341
"MRPL32",0.362054912814871
"COA1",0.562050221135557
"BLVRA",0.304542958324591
"URGCP",0.342667026014415
"TMEM248",0.616869273217029
"STAG3L4",0.413811365418606
"RHEB",0.43135846314908
"PRKAG2",0.474878971222886
"AEBP1",0.460848098766662
"POLD2",0.395470340129417
"BCL7B",0.3559935875751
"YKT6",0.751051848876212
"TBL2",0.49465747965084
"CLIP2",0.486815875503706
"EIF4H",0.43714662621618
"LIMK1",0.552919347505501
"SLC1A1",0.356159918522155
"FKTN",0.367193176879066
"FSD1L",0.508166371908783
"SPIN1",0.324263114303796
"NMRK1",0.453234118448656
"TMEM245",0.410672826271943
"PRUNE2",0.334239866366269
"MEGF9",0.405720185463672
"TRIM14",0.304556590009879
"TGFBR1",0.663235090412802
"SEC61B",0.653150737012938
"C5",0.452178265207686
"ECM2",0.729821176641828
"TLE4",0.549257523347617
"PTGR1",0.371357083973475
"SUSD1",0.5516031562364
"AKNA",0.775789596807876
"ENG",0.360351479439074
"AK1",0.463753912604192
"CDC37L1",0.612893226161519
"PLGRKT",0.272515400305802
"TBC1D13",0.233955270055665
"RIC1",0.324888567821066
"KDM4C",0.371386196981546
"KANK1",0.539578883747743
"ELAVL2",0.586778594659346
"NCS1",0.437778500244915
"TESK1",0.411601717728918
"CA9",0.411941558806083
"FUBP3",0.528114350809474
"CREB3",0.542939450662086
"RGP1",0.280837047366094
"MPDZ",0.370235543313116
"DDX58",0.5719958371468
"EDF1",0.53579640945842
"GLIS3",0.472865238356578
"BAG1",0.406302753527639
"RAPGEF1",0.469775383223156
"NPDC1",0.396661884368865
"APBA1",0.378445267533807
"SETX",0.450673675367675
"PTGDS",0.705436900065321
"ABCA2",0.271118306318048
"SHB",0.440959145582649
"UBE2R2",0.443566527502084
"ABHD17B",0.162578982899591
"EXOSC3",0.420077015648589
"ZFAND5",0.634339144256098
"DVL1",0.377247216348591
"PDLIM1",0.94840830571457
"CCNJ",0.430977557853849
"ATRNL1",0.382146516509906
"HPS1",0.203103498462505
"PHYH",0.574440856608221
"RASSF4",0.53019380438156
"DNMBP",0.446981135637325
"RAB11FIP2",0.257137334428999
"CXCL12",0.383063162899611
"ERLIN1",0.417533524958684
"EIF3A",0.374028370424754
"CUBN",0.346927077792331
"TRDMT1",0.408671749424958
"DDX50",0.379234499635194
"MAPK8",0.391616414559453
"SEC23IP",0.519507352639996
"ATE1",0.338787590675452
"NSMCE4A",0.38861598917937
"PLEKHA1",0.340199006681692
"UNC5B",0.445747079270433
"CDH23",0.436183464826139
"C10orf54",0.347324467208608
"SPOCK2",0.391859683831583
"MICU1",0.375450532120775
"PPP3CB",0.396699856147679
"CCSER2",0.435100657520676
"BMPR1A",0.371744940380914
"MINPP1",0.418287064137749
"ACTA2",0.578709077480729
"LIPA",0.406726379418117
"C10orf2",0.359384194436574
"LZTS2",0.140427670177713
"SFXN3",0.562765162123409
"KAZALD1",0.344963144187316
"FBXW4",0.441290957243007
"NPM3",0.330975742438871
"TNKS2",0.280153335241764
"PITX3",0.370399258658535
"GBF1",0.433683460557176
"ARHGAP21",0.404017955922053
"CPEB3",0.487748707215396
"FBXL15",0.0539136823136547
"CUEDC2",0.273699193446461
"SUFU",0.263637134680651
"ANKRD26",0.493114907557142
"ACBD5",0.334075673419936
"LHPP",0.385143724682688
"LARP4B",0.28459545935308
"GTPBP4",0.394657528857183
"EDRF1",0.410470413953835
"BCCIP",0.571396410556093
"MTPAP",0.417543639215944
"SH3PXD2A",0.571067281890108
"PITRM1",0.245242897991774
"OBFC1",0.381089781771028
"MAP3K8",0.524622979867927
"DKK1",0.375834684640846
"EBF3",0.458785320278966
"GLRX3",0.225021239187335
"FAM208B",0.253665840352731
"XPNPEP1",0.398644562876508
"SMC3",0.384004770501503
"SHOC2",0.510065397440207
"TFAM",0.414212744884072
"CCDC6",0.474997661800478
"CUL2",0.44856232477723
"CCNY",0.430004241576777
"UBE2S",0.380181543251351
"RPL28",0.253432368203293
"ZMIZ1",0.471711217043191
"DNAJC12",0.214846781622026
"PPIF",0.333808223590279
"PBLD",0.287441499205043
"TSPAN14",0.503203259731933
"TBC1D12",0.381899704057173
"NUFIP2",0.21272383256571
"GIT1",0.40291653697832
"RPL19",0.55645657305898
"FBXL20",0.391903867023161
"RUNDC3A",0.454080885157623
"UBTF",0.377178750156801
"CSF3",0.465151459074572
"PSMD3",0.504039096569467
"CASC3",0.48114807592961
"RAPGEFL1",0.477792742364583
"WNT3",0.371425391907851
"RAD51C",0.456192765758817
"sep_04",0.58039300595662
"MTMR4",0.437863444112401
"TRIM37",0.30448271439825
"DHX40",0.299117786079173
"TUBD1",0.589924768413637
"KPNB1",0.556697710385446
"GOSR2",0.601495620676035
"PNPO",0.463086649485948
"RPS6KB1",0.3890436520487
"TRIM16L",0.687051487677749
"CDK5RAP3",0.492157354264378
"CBX1",0.38527363226299
"RECQL5",0.421249075336987
"PIGL",0.611457076625206
"GALK1",0.475875390065071
"INTS2",0.274550815610731
"CAMTA2",0.328642543874154
"MED13",0.441719729039174
"HOXB6",0.47065783948376
"ENO3",0.545627679277711
"PFN1",0.579670485849415
"RNF167",0.323156300443936
"SLC25A11",0.423884164531966
"RASD1",0.58274531558529
"RAI1",0.329904737416347
"NUP88",0.278438565341767
"C1QBP",0.520192713350841
"BLMH",0.588610843647188
"CPD",0.281002450803244
"GOSR1",0.194625407144427
"CCDC47",0.371529059413191
"MED31",0.26360747656043
"DRG2",0.510149877086281
"FTSJ3",0.358901033155611
"AKAP10",0.281186081103001
"SMARCD2",0.346836227573877
"SYNGR2",0.459292450189349
"B9D1",0.501312238306239
"UTP6",0.410198996496837
"DDX5",0.3771960206516
"C17orf75",0.368772694005376
"CYTH1",0.460882158651614
"PSMD11",0.374432826226928
"LGALS3BP",0.692851700526654
"PEX12",0.28315994271703
"DHX58",0.279505784951861
"KAT2A",0.481016799636459
"RAB5C",0.62788481379113
"NAGLU",0.177479714175627
"HSD17B1P1",0.236220427102052
"HSD17B1",0.778892781126851
"MLX",0.478721308727781
"CNTNAP1",0.401246290303852
"EZH1",0.626885626013943
"PPP1R9B",0.41509794992232
"COL1A1",0.221334729327805
"SGCA",0.52633854313618
"MRPL27",0.543323023497374
"VAT1",0.638160705433791
"LRRC59",0.625185799984585
"ALOX12",0.226605184749558
"HDAC5",0.466514477883885
"ABCC3",0.275574517926529
"LUC7L3",0.626426676474338
"MPP2",0.339678290572296
"SMURF2",0.727106561402944
"DUSP3",0.598739261135145
"EFTUD2",0.608785111342981
"SLC16A6",0.222000159225751
"PRKAR1A",0.284971087478616
"EFNB3",0.297128540448288
"FAM20A",0.382489634809311
"YWHAE",0.481386665050363
"AC016292.3",0.400855187873718
"MMD",0.472164515100283
"RANGRF",0.381738452876446
"DPH1",0.452239468327959
"MAP2K6",0.556697710385446
"DHRS7B",0.439509229270689
"WSB1",0.384705001446529
"MYH1",0.50874703575974
"SLC9A3R1",0.62757233168382
"MYH3",0.553283715082109
"NAT9",0.441520539089087
"TMEM104",0.504179930868051
"TNFAIP1",0.340779939061296
"IFT20",0.275768184205831
"TMEM97",0.445529842015418
"CDR2L",0.613710813254883
"PMP22",0.538996963598671
"UNC119",0.249772216258512
"ALDOC",0.289002465585315
"SUPT6H",0.298897260626215
"RAB34",0.489301887934721
"PHF12",0.383151001643746
"TMEM33",0.220200521387953
"SLAIN2",0.409039632774577
"OCIAD1",0.346763916131555
"DCUN1D4",0.437766828812407
"USP46",0.401476737228768
"CHIC2",0.469319248109485
"KIAA1211",0.454507335006841
"LAMTOR3",0.507199959724422
"NFKB1",0.560991069236791
"AREG",0.45783125154795
"MANBA",0.227270496113119
"UBE2D3",0.232302582659636
"MAPK10",0.809071552559597
"ELF2",0.482443358064117
"NDUFC1",0.221823959333045
"TBC1D9",0.5516031562364
"ZNF330",0.483156669946784
"INPP4B",0.287077232802578
"GAB1",0.651460312884731
"KLHL2",0.675002072475165
"CPE",0.731321417919303
"RPL34",0.364925825817056
"WFS1",0.377569901418742
"GRPEL1",0.521719962651753
"GAR1",0.319232280281156
"FRG1",0.454675517007685
"CLCN3",0.558030716886672
"AADAT",0.447889037533186
"GALNT7",0.196738347786434
"DHX15",0.408946242537576
"SEPSECS",0.651460312884731
"TRIM2",0.426926056116251
"SLC2A9",0.455488730041709
"FBXW7",0.564132886501467
"NEIL3",0.125243805758507
"TBC1D19",0.426325842513102
"WHSC1",0.294437272442085
"SH3D19",0.327999455062726
"STIM2",0.472191436329172
"NKX3_2",0.368421309457246
"MFSD10",0.532516767914442
"GLRB",0.476139448302149
"BST1",0.319595893962013
"RAPGEF2",0.441121803227228
"SNX25",0.255636290969712
"LRP2BP",0.251615990532809
"UFSP2",0.211241724591835
"KLF3",0.598469833141844
"KLHL5",0.686232943855386
"NCAPG",0.258680548407803
"UGDH",0.429816774899512
"PPARGC1A",0.668826514433306
"CRYAB",0.478957998838072
"HTATIP2",0.35722995147314
"CTSC",0.213064048338414
"CCDC34",0.18787910086648
"ZBTB16",0.464855468248122
"ELP4",0.429266984415952
"ZPR1",0.212790530372166
"MTCH2",0.516768885812498
"FNBP4",0.635521926378935
"TECTA",0.42466444317999
"SC5D",0.543794429188322
"C11orf63",0.290251282335905
"HSPA8",0.477417340225142
"VWA5A",0.290730313321942
"DNAJC4",0.25093152063579
"SIAE",0.358901033155611
"SNX15",0.409171743347144
"LPXN",0.626286297832164
"DTX4",0.484186637573791
"ATG2A",0.417067170861785
"EHD1",0.459901460496039
"OSBP",0.504179930868051
"UNC93B1",0.554321712755232
"PUS3",0.409348253559445
"DCPS",0.307794051107619
"SUV420H1",0.512425543881561
"FOXRED1",0.321724304965716
"PPP6R3",0.458493546760455
"NRXN2",0.250293455412909
"ST3GAL4",0.354218464127756
"CPT1A",0.547270069025176
"CCND1",0.710098673100355
"CCDC86",0.570464681323934
"PRPF19",0.512262737199007
"TMEM109",0.366732130811155
"TRIM3",0.255559020040763
"CHORDC1",0.480372855898731
"ANAPC15",0.295538191877865
"PANX1",0.502327541786142
"ARHGEF17",0.35897122144799
"CEP164",0.271192785548368
"RNF141",0.250971587459905
"CEP126",0.158555930552149
"EIF4G2",0.332915660996819
"GALNT18",0.397255917474086
"BIRC2",0.173616988706214
"UBE4A",0.0717177437929171
"DDX6",0.352051790694072
"CBL",0.535444833662714
"PVRL1",0.362574792657873
"HIPK3",0.487081205636513
"KIAA1549L",0.60242534033406
"FBXO3",0.42560993168228
"PDHX",0.274844036739739
"SLC1A2",0.379408396877409
"COMMD9",0.63946317071893
"SLC15A3",0.29065952780241
"ACCS",0.361177155690176
"MDK",0.306931969234767
"AMBRA1",0.397654093144304
"MADD",0.537521523760417
"PTPMT1",0.389673007092842
"NAA40",0.367232058735986
"CARS",0.481417678972349
"SLC22A18",0.273844312104557
"CD81",0.258680548407803
"SLC35F2",0.616124642475401
"ELMOD1",0.51676885068041
"SOX6",0.549096285383992
"C11orf58",0.397538151464405
"PITPNM1",0.337298613316381
"RPS13",0.190194206696696
"AIP",0.343406676529191
"NUP98",0.468365933632116
"NDUFS8",0.544258282643184
"TCIRG1",0.314202354005761
"CHKA",0.551410913145947
"EXPH5",0.785112055108752
"HPS5",0.698895157150621
"GTF2H1",0.404181770143072
"PSMD9",0.389673007092842
"P3H3",0.463753912604192
"PPFIBP1",0.680041459918097
"PRPF40B",0.409489464919261
"PRDM4",0.57818562899338
"CLEC2B",0.657890366828197
"COQ5",0.40291653697832
"SELPLG",0.47227098508819
"CORO1C",0.624027577896231
"ASIC1",0.573434036424755
"CAPRIN2",0.267927024818264
"TSPAN11",0.237867936042683
"KCTD10",0.610013145109329
"SLC11A2",0.294651742736791
"MLEC",0.698844869474143
"MVK",0.287809783382845
"CSRNP2",0.591150905295351
"CAMKK2",0.250621114976091
"IL23A",0.331150877565856
"ATP5B",0.369470764701623
"PTGES3",0.339022297051588
"BCL7A",0.313924696940445
"RSRC2",0.515341061815021
"MYF6",0.275191823357759
"MYF5",0.323062652940876
"LIN7A",0.635599190394849
"ACSS3",0.567448916069963
"TNS2",0.438324767587136
"PPM1H",0.406726379418117
"METAP2",0.466227687167518
"LTA4H",0.378492167232488
"ELK3",0.414521062467714
"WNT5B",0.208584296311077
"MAGOHB",0.362278476920099
"ITFG2",0.333370519459971
"FOXM1",0.263165266494166
"PRR4",0.466948401094783
"PARP11",0.361910348796116
"ARPC3",0.605567710423178
"GPN3",0.104882346336615
"VPS29",0.45458340637807
"RAD51AP1",0.248304532939007
"SH2B3",0.603354428502434
"AKAP3",0.481071542454968
"MANSC1",0.51270548374597
"DUSP16",0.610438769602324
"CREBL2",0.251000428531773
"ACAD10",0.344910993659299
"ALDH2",0.488992048296958
"CDKN1B",0.441086096101834
"NAA25",0.367916087412349
"GSG1",0.584818351498173
"SCNN1A",0.383531107259367
"LTBR",0.370806327231786
"OGFOD2",0.44552488367439
"CDK2AP1",0.369909751722997
"OAS3",0.577444573640362
"ARHGDIB",0.607482469559582
"GTF2H3",0.484172647927979
"EIF2B1",0.577771024692502
"DDX55",0.37101957919866
"SLC38A1",0.910928527372348
"C12orf49",0.712351133395881
"VDR",0.267642962829505
"RFC5",0.304542958324591
"STX2",0.46697726634642
"COPZ1",0.69159762227666
"TBC1D30",0.331338536977587
"CAND1",0.279568541158744
"RAB5B",0.329922872786754
"MDM1",0.452710682176949
"NUP107",0.253432368203293
"CNOT2",0.489609095752712
"TIMELESS",0.157773910992438
"CPSF6",0.433683460557176
"KRR1",0.505553622698884
"MRPL51",0.412468637340595
"GAPDH",0.446058471280321
"NOP2",0.311160501142866
"CHD4",0.364492062158219
"UHRF1BP1L",0.464774665034349
"COPS7A",0.58274531558529
"ING4",0.329298198966382
"GNB3",0.358227436599475
"CDCA3",0.411524231548375
"CHPT1",0.675713236473929
"USP5",0.46809357812559
"TPI1",0.554630571732153
"GNPTAB",0.552878541033143
"SPSB2",0.382789092021
"ENO2",0.546039881233445
"ATN1",0.358227436599475
"C12orf57",0.52264468512084
"LPCAT3",0.161312611494581
"NT5DC3",0.420490973579339
"SUDS3",0.361359991216073
"GOLT1B",0.597861132747903
"LDHB",0.446766562293677
"PRKAB1",0.327535535496447
"CMAS",0.310691691733498
"HCFC2",0.264333400634485
"ST8SIA1",0.281450066461368
"C2CD5",0.420866600450621
"RAB35",0.436101234605638
"PHC1",0.481363466624223
"COX6A1",0.507897107246229
"RIC8B",0.398629450267839
"SRSF9",0.646842969033715
"RP11_22B23.1",0.386777112691487
"FGFR1OP2",0.641578454022528
"COL12A1",0.353653513079576
"BTN3A3",0.301031144072342
"TDP2",0.438308437449145
"FRK",0.415280071895543
"DSE",0.437863444112401
"RWDD1",0.255795024344767
"RSPH4A",0.36091279430518
"MAK",0.359911524706992
"TMEM14C",0.371357083973475
"PAK1IP1",0.359001501384441
"SMIM8",0.452053386077226
"NEDD9",0.420874399606355
"CEP85L",0.388367964208176
"ADTRP",0.450205115414485
"ASF1A",0.544581668995856
"MCM9",0.38527363226299
"FAM184A",0.554712709446881
"RNGTT",0.409101064003224
"MAN1A1",0.354953610925777
"SERINC1",0.252269658068096
"HDDC2",0.322709502145258
"TPD52L1",0.467454887536338
"HINT3",0.473434900476717
"NCOA7",0.40968877588085
"FAM65B",0.403316437788818
"SASH1",0.553166737982135
"UST",0.201917003385293
"ULBP1",0.689839818050184
"FBXO5",0.40137945617785
"MTRF1L",0.236420538543515
"PPARD",0.478272372914903
"FANCE",0.277816741787393
"MAPK14",0.408744183101401
"KCTD20",0.56375237427916
"STK38",0.413252631068977
"SRSF3",0.332071455949613
"SOD2",0.476949428094769
"MRPL18",0.631829445772691
"MCM3",0.479174956850652
"RNF8",0.320090037934807
"PHACTR1",0.354953610925777
"MDGA1",0.532330106620055
"ICK",0.690164953583135
"FBXO9",0.617330482905366
"CD83",0.470070255069967
"MDN1",0.485864707115791
"SAYSD1",0.508920143042356
"BACH2",0.307239957129929
"RBM24",0.526875533112459
"CAP2",0.34767972887848
"ZNF451",0.242232684132888
"BAG2",0.61148247176749
"RAB23",0.809482881706687
"GPR63",0.504821455891101
"FBXL4",0.342021438538151
"CCNC",0.357351339627213
"E2F3",0.401124779844067
"PTP4A1",0.367177407517294
"SIM1",0.526904760354409
"ASCC3",0.633828630704765
"BVES",0.687051487677749
"MED23",0.322709502145258
"WASF1",0.491208322764116
"ALDH5A1",0.251833396598484
"AIM1",0.0336938441633712
"VNN1",0.279678088174259
"VNN2",0.299117786079173
"ACOT13",0.255377967573901
"SMAP1",0.367916087412349
"RPS12",0.420017583463247
"C6orf62",0.240807759438374
"B3GAT2",0.411941558806083
"GMNN",0.536766621628702
"EYA4",0.348139898096167
"SNX3",0.449973121477306
"HBS1L",0.341904601270707
"TRIM38",0.370110113958232
"PEX7",0.223641352234963
"ZBTB24",0.177479714175627
"FIG4",0.361211714754819
"PERP",0.528050547964833
"ARFGEF3",0.346975462758316
"HECA",0.488258559335734
"ADGRG6",0.68759256741815
"PHACTR2",0.0717177437929171
"EPM2A",0.538636342725379
"SLC39A7",0.614064230942688
"PHF1",0.41877806851389
"CUTA",0.645558736042733
"QKI",0.616577284260328
"PDE10A",0.342407501507862
"TFEB",0.527851507620158
"CCND3",0.564033139275876
"BYSL",0.233889015100827
"FAM120B",0.387601426513231
"TBP",0.379143245849497
"PRPH2",0.585458964477197
"GLTSCR1L",0.510422286084056
"PPP2R5D",0.377178750156801
"MRPL2",0.313424448609794
"PTK7",0.245221835954242
"SRF",0.524852080606112
"CUL9",0.370461702479603
"DNPH1",0.340199006681692
"DUSP22",0.549511459637818
"EXOC2",0.606946685847618
"COX7A2",0.478216404661328
"TMEM30A",0.252269658068096
"GMDS",0.391944015987288
"SENP6",0.545558464266629
"VEGFA",0.579910273112993
"PRPF4B",0.551012869671612
"TTK",0.349500744951005
"SLC29A1",0.461938430889812
"BTN2A1",0.383779603046021
"LAMA4",0.61518565469589
"FAM46A",0.41798503888301
"FBRSL1",0.454879211208001
"ENPP5",0.30501940529736
"TBX18",0.2873086231092
"ERBB2IP",0.499886069864143
"PCDHB2",0.60310871144169
"HARS2",0.524033292238264
"NUDT12",0.303387096553309
"CEP72",0.313924696940445
"MAN2A1",0.174462514744106
"SEMA5A",0.321053673762722
"PAPD7",0.343430916228852
"GHR",0.515925516378924
"HMGCS1",0.426503103152664
"DAP",0.56120244592402
"BRD8",0.564720145544608
"KIF20A",0.371613084197223
"NNT",0.48208453210898
"MRPS30",0.333295166840112
"HSPA9",0.36845041314657
"MRPS27",0.286865382345053
"PFDN1",0.592139775616146
"HBEGF",0.581153398687699
"LOX",0.348155234827918
"APBB3",0.501312238306239
"TMCO6",0.533861254666528
"SPARC",0.38772998065709
"IK",0.155189204056616
"HMGCR",0.654462418970527
"COL4A3BP",0.353782018670884
"FAF2",0.563515982976245
"PCDHB3",0.408159778985112
"PCDHB5",0.294463336578602
"PCDHB6",0.366036912075671
"PCDHB7",0.601857475713638
"PDE8B",0.575589602417624
"CLK4",0.580691167027958
"PCDHB15",0.300328500428321
"RNF130",0.411800058583464
"THG1L",0.50323081164233
"ARSB",0.298521677615977
"CLINT1",0.436682821680427
"THBS4",0.611425095047825
"CNOT6",0.372717862429886
"TTC1",0.594299838629791
"MSH3",0.359911524706992
"CCNG1",0.0970316338011409
"POLR3G",0.463890943405659
"DROSHA",0.399740048975073
"LMNB1",0.20787573372681
"ARRDC3",0.277202220494685
"GOLPH3",0.439277360283362
"SUB1",0.603430061263662
"NPR3",0.256173991399028
"FAM172A",0.311899354553958
"TARS",0.681115120837792
"LNPEP",0.390929786850819
"PDE4D",0.481071542454968
"RAD1",0.385754550843644
"BRIX1",0.547757120083139
"SLC12A7",0.519002485849118
"RAD50",0.430250921150197
"ST8SIA4",0.366519197119281
"GNPDA1",0.421940685491031
"PCDH12",0.280459257551541
"SKP1",0.269129950606248
"NUP155",0.3302170795565
"PPP2CA",0.164686266404967
"FGF1",0.783751026340326
"NR3C1",0.394464489025084
"C5orf15",0.396927513664103
"PPWD1",0.383958012732831
"LIFR",0.289251545827969
"TRIM23",0.245221835954242
"TRAPPC13",0.336342537764716
"SEC24A",0.404879213875812
"TXNDC15",0.440981930101192
"TTC33",0.460875218063714
"RARS",0.486876894687367
"H2AFY",0.323737004215174
"TCERG1",0.255652570111055
"DPYSL3",0.479425999768763
"SMAD5",0.475499088815289
"CSNK1A1",0.324175049661629
"HMGXB3",0.422229690987082
"ERGIC1",0.498612531532244
"PDGFRB",0.49742095259367
"ATP6V0E1",0.611466702946592
"BNIP1",0.42667847839312
"STC2",0.638828775224931
"CPEB4",0.450626377720607
"DBN1",0.561102797826231
"ZNF346",0.421249075336987
"EHHADH",0.616370101367146
"SMC4",0.440061733683391
"SELK",0.364268812474799
"ACTR8",0.383147816420522
"TBCCD1",0.403316437788818
"TIMMDC1",0.495473025933044
"CRBN",0.482180151636772
"BCL6",0.729987912719697
"ARL6",0.475166694819482
"NPHP3",0.376114489707968
"AMOTL2",0.518347220132026
"NIT2",0.502536658718345
"FAM162A",0.501667147652786
"OGG1",0.297383577918558
"KPNA1",0.323737968523878
"PCCB",0.295849234443253
"UBE3A",0.229535651677018
"ARMC8",0.579670485849415
"CEP70",0.517414823552056
"RBP1",0.466514477883885
"SLC25A36",0.432179659859533
"RNF7",0.584626673320293
"TFDP2",0.477741624522169
"XRN1",0.38183597670342
"KAT2B",0.678848027770444
"BCHE",0.415433315464163
"PDCD10",0.495813977511714
"WNT5A",0.413472213674027
"PFKFB4",0.706027221459372
"COL7A1",0.304542958324591
"PRKAR2A",0.610110013127901
"HES1",0.447438087704583
"USP4",0.399426849517383
"ACAP2",0.382599778838319
"ECT2",0.406262648549501
"GNAI2",0.531649463230089
"TFG",0.346401248320179
"USP9Y",0.330744834700907
"HYAL1",0.371028865645251
"TUSC2",0.670353724757846
"NPRL2",0.317726571462635
"RPL24",0.37481700500951
"CYB561D2",0.596129163243158
"C3orf14",0.755170588889398
"FXR1",0.574440856608221
"CBLB",0.691707468245717
"BBX",0.483240863569404
"IFT57",0.30502802240608
"GNB4",0.514070942330212
"IQCG",0.448227983890641
"GBE1",0.427489903932751
"UMPS",0.283919234636008
"NCBP2",0.506184174173931
"SNX4",0.402109600037712
"C3orf52",0.232738071271034
"FRMD4B",0.321424322446674
"SLC41A3",0.47363447734774
"PLXNA1",0.388375790337415
"ATP6V1A",0.408946242537576
"ABTB1",0.464347156695567
"PODXL2",0.647050844943124
"KLHL18",0.298299519359733
"SCAP",0.403213179297072
"NEK11",0.714000729837852
"MRPL3",0.531725592570328
"PLSCR4",0.494702187103846
"HEMK1",0.206664643408144
"MAPKAPK3",0.298651473431365
"ACVR2B",0.406489169609368
"WDR48",0.278506684361548
"COMMD2",0.302788321179027
"GORASP1",0.448209673051699
"PEX5L",0.605594029771753
"RRP9",0.371787321911212
"ABCC5",0.506630841944655
"ABHD14B",0.287245762595856
"EIF1B",0.363562747489015
"ARHGEF26",0.36636383600518
"KLHL24",0.476391730625755
"DNAH1",0.430250921150197
"SSR3",0.688328591894315
"ZBTB47",0.408189897283868
"TNNC1",0.548455095796893
"NKTR",0.477119632196265
"CLCN2",0.3817327011398
"FOXP1",0.269083450253588
"EIF4G1",0.529245225938145
"SPCS1",0.543947901656178
"NEK4",0.313707798469811
"SLC4A3",0.428125377563474
"INO80D",0.408312814126692
"EEF1B2",0.457193252960182
"ADAM23",0.408005500767855
"DGUOK",0.666881710513764
"MOB1A",0.495678680846401
"KANSL3",0.456982026658387
"LMAN2L",0.345771796870667
"RTKN",0.455870447468589
"TTL",0.302681888952542
"CCL20",0.495753877044407
"PIKFYVE",0.153851748834452
"FAHD2A",0.538359281444139
"NCL",0.453974067377168
"ACTR1B",0.521166876181254
"SLC35F5",0.355926250901523
"ACTR3",0.5217889132702
"STEAP3",0.180949561807991
"EPB41L5",0.398309505551194
"TFCP2L1",0.380759658914763
"SF3B6",0.467171019705406
"TP53I3",0.417338915183757
"DNAJC27",0.556697710385446
"STAM2",0.38685071004229
"GPD2",0.353782018670884
"CENPA",0.498108975957899
"CYTIP",0.53855918592843
"ACVR1",0.488033728821195
"TANC1",0.438899223116125
"MPV17",0.341152261435604
"GTF3C2",0.275096679620161
"EIF2B4",0.560811079161192
"NRBP1",0.296340894319147
"ITGB6",0.496400637509657
"FNDC4",0.585603549478595
"ITGA4",0.434239664697742
"PSMD14",0.472678562874505
"SNX17",0.507803764987947
"ASB3",0.35923589713544
"PPM1G",0.580450032611425
"PDE1A",0.519652017292642
"REEP6",0.515341061815021
"PCSK4",0.530908386576659
"APC2",0.416967503422284
"IFIH1",0.303751936225523
"RPS15",0.176718053115461
"GCA",0.409620740468463
